Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:	PHA Pre-Amp
High Voltage:	900
Conversion Gain:	1024
Coarse Gain:	2
Fine Gain:	1.40
Upper Discriminator:	2861
Lower Discriminator:	53
Calibration Coefficients:	1.8603266733655454E-4	2.5180265654667426	18.091342039745996
Calibration Channels:	193	317	482
Calibration Energies:	511.0	835.0	1275.0
Elapsed Real Time:	89.44
Elapsed Live Time:	89.44
Start Time:	February 12, 2015, 03:54:12
End Time:	February 12, 2015, 03:55:41
ROIs:
ROI:	Low	High	Gross	Net	FWHM	Centroid

1	768	1008	6	6	0	2488

Channel Data:
Channel	Energy	Counts
0	18.091342039745996	0
1	20.609554637880073	0
2	23.128139301348828	0
3	25.64709603015225	0
4	28.166424824290353	0
5	30.686125683763123	0
6	33.20619860857057	0
7	35.726643598712684	0
8	38.24746065418948	0
9	40.76864977500094	0
10	43.29021096114708	0
11	45.812144212627885	0
12	48.334449529443376	0
13	50.857126911593525	0
14	53.38017635907836	0
15	55.903597871897865	1
16	58.427391450052035	0
17	60.951557093540885	2
18	63.4760948023644	1
19	66.0010045765226	0
20	68.52628641601547	3
21	71.05194032084302	2
22	73.57796629100523	1
23	76.10436432650212	3
24	78.63113442733368	3
25	81.1582765934999	1
26	83.68579082500081	2
27	86.21367712183638	1
28	88.74193548400666	0
29	91.27056591151158	2
30	93.79956840435118	4
31	96.32894296252545	5
32	98.85868958603439	2
33	101.388808274878	3
34	103.9192990290563	4
35	106.45016184856927	0
36	108.9813967334169	1
37	111.51300368359922	1
38	114.0449826991162	0
39	116.57733377996786	1
40	119.11005692615419	0
41	121.64315213767519	1
42	124.17661941453086	1
43	126.71045875672121	2
44	129.24467016424626	4
45	131.77925363710594	0
46	134.3142091753003	0
47	136.84953677882936	2
48	139.38523644769305	0
49	141.92130818189145	1
50	144.4577519814245	1
51	146.99456784629226	1
52	149.53175577649466	0
53	152.06931577203173	2
54	154.60724783290348	1
55	157.14555195910992	1
56	159.68422815065102	1
57	162.22327640752678	1
58	164.76269672973726	1
59	167.30248911728236	3
60	169.84265357016216	2
61	172.3831900883766	1
62	174.92409867192575	1
63	177.46537932080955	1
64	180.00703203502806	1
65	182.54905681458123	0
66	185.09145365946904	0
67	187.63422256969156	1
68	190.1773635452487	0
69	192.72087658614058	2
70	195.26476169236707	1
71	197.8090188639283	1
72	200.35364810082416	1
73	202.89864940305472	0
74	205.44402277061994	2
75	207.98976820351982	1
76	210.53588570175438	0
77	213.0823752653236	1
78	215.62923689422752	1
79	218.1764705884661	1
80	220.72407634803935	3
81	223.2720541729473	2
82	225.82040406318987	0
83	228.36912601876716	1
84	230.9182200396791	1
85	233.46768612592572	0
86	236.01752427750702	0
87	238.56773449442298	1
88	241.11831677667365	2
89	243.66927112425893	2
90	246.22059753717895	2
91	248.77229601543357	2
92	251.32436655902293	3
93	253.8768091679469	1
94	256.4296238422056	3
95	258.98281058179896	0
96	261.53636938672696	0
97	264.0903002569897	0
98	266.64460319258706	0
99	269.1992781935191	1
100	271.7543252597858	0
101	274.3097443913872	0
102	276.86553558832327	0
103	279.42169885059394	0
104	281.9782341781994	1
105	284.5351415711395	1
106	287.09242102941425	0
107	289.6500725530237	2
108	292.20809614196776	2
109	294.76649179624656	1
110	297.32525951586	0
111	299.8843993008081	1
112	302.44391115109096	1
113	305.00379506670834	0
114	307.56405104766054	0
115	310.12467909394735	2
116	312.6856792055688	1
117	315.24705138252494	0
118	317.8087956248158	1
119	320.37091193244135	1
120	322.9334003054015	0
121	325.4962607436964	1
122	328.05949324732586	1
123	330.62309781629006	3
124	333.18707445058897	2
125	335.75142315022254	1
126	338.3161439151907	1
127	340.8812367454936	1
128	343.44670164113114	1
129	346.0125386021034	2
130	348.5787476284103	1
131	351.14532872005185	0
132	353.71228187702815	0
133	356.2796070993391	1
134	358.8473043869847	0
135	361.41537373996493	0
136	363.98381515827987	1
137	366.5526286419295	1
138	369.1218141909138	1
139	371.6913718052328	0
140	374.2613014848864	0
141	376.83160322987476	0
142	379.40227704019776	1
143	381.9733229158554	0
144	384.5447408568477	1
145	387.1165308631747	0
146	389.6886929348364	1
147	392.26122707183276	0
148	394.83413327416383	0
149	397.40741154182945	0
150	399.98106187482983	0
151	402.55508427316494	0
152	405.12947873683464	0
153	407.70424526583906	0
154	410.2793838601781	1
155	412.8548945198518	0
156	415.4307772448602	0
157	418.00703203520334	0
158	420.58365889088105	1
159	423.1606578118935	0
160	425.73802879824063	0
161	428.3157718499224	0
162	430.89388696693885	2
163	433.4723741492899	0
164	436.05123339697576	0
165	438.63046470999626	1
166	441.21006808835136	0
167	443.7900435320412	1
168	446.37039104106566	2
169	448.95111061542485	1
170	451.5322022551187	0
171	454.1136659601472	1
172	456.69550173051033	1
173	459.2777095662082	1
174	461.86028946724076	0
175	464.44324143360797	0
176	467.02656546530983	1
177	469.61026156234635	0
178	472.1943297247176	0
179	474.7787699524235	1
180	477.36358224546404	1
181	479.94876660383926	0
182	482.5343230275492	1
183	485.1202515165938	0
184	487.70655207097303	0
185	490.293224690687	0
186	492.88026937573557	0
187	495.46768612611885	0
188	498.0554749418368	0
189	500.64363582288945	0
190	503.2321687692767	0
191	505.8210737809987	2
192	508.4103508580553	0
193	511.0000000004467	0
194	513.5900212081726	0
195	516.1804144812334	1
196	518.7711798196286	0
197	521.3623172233587	0
198	523.9538266924233	0
199	526.5457082268226	1
200	529.1379618265566	1
201	531.7305874916254	1
202	534.3235852220288	0
203	536.9169550177669	0
204	539.5106968788396	0
205	542.104810805247	1
206	544.699296796989	0
207	547.2941548540657	0
208	549.8893849764771	0
209	552.4849871642233	0
210	555.080961417304	0
211	557.6773077357194	1
212	560.2740261194696	1
213	562.8711165685543	2
214	565.4685790829739	0
215	568.0664136627279	0
216	570.6646203078167	1
217	573.2631990182402	0
218	575.8621497939982	0
219	578.4614726350911	2
220	581.0611675415187	0
221	583.6612345132808	1
222	586.2616735503776	0
223	588.8624846528091	0
224	591.4636678205753	0
225	594.0652230536762	0
226	596.6671503521117	0
227	599.2694497158819	0
228	601.8721211449867	1
229	604.4751646394262	0
230	607.0785801992006	0
231	609.6823678243094	1
232	612.2865275147531	0
233	614.8910592705313	0
234	617.4959630916441	1
235	620.1012389780917	0
236	622.706886929874	0
237	625.312906946991	0
238	627.9192990294425	0
239	630.5260631772288	0
240	633.1331993903498	0
241	635.7407076688054	1
242	638.3485880125958	0
243	640.9568404217207	1
244	643.5654648961803	1
245	646.1744614359746	0
246	648.7838300411036	1
247	651.3935707115672	0
248	654.0036834473657	0
249	656.6141682484986	0
250	659.2250251149663	0
251	661.8362540467687	0
252	664.4478550439056	1
253	667.0598281063774	0
254	669.6721732341838	1
255	672.2848904273249	0
256	674.8979796858006	0
257	677.5114410096108	0
258	680.125274398756	0
259	682.7394798532357	0
260	685.3540573730502	0
261	687.9690069581993	0
262	690.584328608683	0
263	693.2000223245014	1
264	695.8160881056546	0
265	698.4325259521424	0
266	701.0493358639648	0
267	703.6665178411218	2
268	706.2840718836137	1
269	708.9019979914402	0
270	711.5202961646013	0
271	714.1389664030971	0
272	716.7580087069276	0
273	719.3774230760929	0
274	721.9972095105926	0
