Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:	PHA Pre-Amp
High Voltage:	900
Conversion Gain:	1024
Coarse Gain:	4
Fine Gain:	1.86
Upper Discriminator:	1055
Lower Discriminator:	14
Calibration Coefficients:	0.8019169329073463	1.0063897763578276
Calibration Channels:	193	317
Calibration Energies:	511.0	835.0
Elapsed Real Time:	396.58
Elapsed Live Time:	388.08
Start Time:	February 16, 2015, 02:24:51
End Time:	February 16, 2015, 02:31:28
ROIs:
ROI:	Low	High	Gross	Net	FWHM	Centroid


Channel Data:
Channel	Energy	Counts
0	0.8019169329073463	0
1	1.808306709265174	0
2	2.8146964856230015	0
3	3.8210862619808292	0
4	4.827476038338657	1
5	5.833865814696484	2
6	6.840255591054312	0
7	7.8466453674121395	8
8	8.853035143769967	7
9	9.859424920127795	9
10	10.865814696485621	5
11	11.87220447284345	4
12	12.878594249201278	10
13	13.884984025559104	11
14	14.891373801916933	21
15	15.897763578274759	872
16	16.904153354632587	1181
17	17.910543130990416	1231
18	18.916932907348244	1378
19	19.92332268370607	1442
20	20.929712460063897	1655
21	21.936102236421725	2179
22	22.942492012779553	2995
23	23.94888178913738	4797
24	24.95527156549521	7951
25	25.961661341853034	12842
26	26.968051118210862	19117
27	27.97444089456869	26740
28	28.98083067092652	33755
29	29.987220447284347	38699
30	30.99361022364217	39788
31	32.0	36568
32	33.00638977635783	31384
33	34.01277955271566	25304
34	35.019169329073485	19141
35	36.02555910543131	14022
36	37.03194888178914	10196
37	38.03833865814697	7330
38	39.04472843450479	5152
39	40.05111821086262	3636
40	41.05750798722045	2593
41	42.063897763578275	1845
42	43.0702875399361	1484
43	44.07667731629393	1398
44	45.08306709265176	1239
45	46.08945686900959	1301
46	47.095846645367416	1329
47	48.102236421725244	1399
48	49.10862619808307	1389
49	50.115015974440894	1536
50	51.12140575079872	1525
51	52.12779552715655	1633
52	53.13418530351438	1648
53	54.14057507987221	1639
54	55.146964856230035	1662
55	56.15335463258786	1605
56	57.15974440894569	1618
57	58.16613418530352	1463
58	59.17252396166135	1368
59	60.17891373801917	1309
60	61.185303514377	1273
61	62.191693290734825	1218
62	63.198083067092654	1229
63	64.20447284345047	1235
64	65.21086261980831	1333
65	66.21725239616613	1496
66	67.22364217252397	1658
67	68.23003194888179	1807
68	69.23642172523962	2024
69	70.24281150159744	2263
70	71.24920127795528	2610
71	72.2555910543131	3009
72	73.26198083067094	3566
73	74.26837060702876	4145
74	75.27476038338659	4737
75	76.28115015974441	5349
76	77.28753993610223	6197
77	78.29392971246007	6842
78	79.30031948881789	7663
79	80.30670926517573	8475
80	81.31309904153355	9374
81	82.31948881789138	10008
82	83.3258785942492	10346
83	84.33226837060704	10657
84	85.33865814696486	10787
85	86.3450479233227	10516
86	87.35143769968052	9701
87	88.35782747603834	9063
88	89.36421725239617	8312
89	90.370607028754	6987
90	91.37699680511183	6011
91	92.38338658146965	5001
92	93.38977635782749	4036
93	94.39616613418531	3192
94	95.40255591054314	2532
95	96.40894568690096	1918
96	97.4153354632588	1432
97	98.42172523961662	1168
98	99.42811501597444	879
99	100.43450479233228	708
100	101.4408945686901	567
101	102.44728434504793	539
102	103.45367412140575	487
103	104.46006389776359	454
104	105.46645367412141	431
105	106.47284345047925	406
106	107.47923322683707	478
107	108.48562300319489	460
108	109.49201277955272	456
109	110.49840255591054	456
110	111.50479233226838	456
111	112.5111821086262	486
112	113.51757188498404	485
113	114.52396166134186	504
114	115.5303514376997	514
115	116.53674121405751	481
116	117.54313099041535	566
117	118.54952076677317	514
118	119.55591054313099	531
119	120.56230031948883	531
120	121.56869009584665	541
121	122.57507987220448	555
122	123.5814696485623	547
123	124.58785942492014	557
124	125.59424920127796	526
125	126.6006389776358	559
126	127.60702875399362	496
127	128.61341853035145	479
128	129.61980830670927	456
129	130.6261980830671	478
130	131.63258785942492	495
131	132.63897763578277	462
132	133.6453674121406	435
133	134.6517571884984	412
134	135.65814696485623	476
135	136.66453674121408	453
136	137.6709265175719	438
137	138.67731629392972	451
138	139.68370607028754	435
139	140.69009584664536	403
140	141.6964856230032	454
141	142.70287539936103	448
142	143.70926517571885	485
143	144.71565495207668	486
144	145.72204472843453	497
145	146.72843450479235	453
146	147.73482428115017	519
147	148.741214057508	471
148	149.74760383386584	533
149	150.75399361022366	493
150	151.76038338658148	533
151	152.7667731629393	553
152	153.77316293929712	547
153	154.77955271565497	583
154	155.7859424920128	574
155	156.79233226837061	600
156	157.79872204472844	609
157	158.80511182108629	686
158	159.8115015974441	613
159	160.81789137380193	614
160	161.82428115015975	638
161	162.83067092651757	624
162	163.83706070287542	646
163	164.84345047923324	661
164	165.84984025559106	702
165	166.85623003194888	656
166	167.86261980830673	666
167	168.86900958466455	685
168	169.87539936102237	651
169	170.8817891373802	609
170	171.88817891373805	642
171	172.89456869009587	618
172	173.9009584664537	634
173	174.9073482428115	630
174	175.91373801916933	642
175	176.92012779552718	624
176	177.926517571885	609
177	178.93290734824282	617
178	179.93929712460064	605
179	180.9456869009585	616
180	181.9520766773163	615
181	182.95846645367413	592
182	183.96485623003196	586
183	184.97124600638978	581
184	185.97763578274763	627
185	186.98402555910545	641
186	187.99041533546327	567
187	188.9968051118211	565
188	190.00319488817894	609
189	191.00958466453676	624
190	192.01597444089458	624
191	193.0223642172524	613
192	194.02875399361025	621
193	195.03514376996807	589
194	196.0415335463259	574
195	197.04792332268372	583
196	198.05431309904154	596
197	199.0607028753994	612
198	200.0670926517572	562
199	201.07348242811503	541
200	202.07987220447285	553
201	203.0862619808307	542
202	204.09265175718852	553
203	205.09904153354634	557
204	206.10543130990416	552
205	207.11182108626198	525
206	208.11821086261983	509
207	209.12460063897765	423
208	210.13099041533548	511
209	211.1373801916933	522
210	212.14376996805115	484
211	213.15015974440897	475
212	214.1565495207668	443
213	215.1629392971246	473
214	216.16932907348243	489
215	217.17571884984028	450
216	218.1821086261981	431
217	219.18849840255592	478
218	220.19488817891374	429
219	221.2012779552716	440
220	222.2076677316294	442
221	223.21405750798723	431
222	224.22044728434506	424
223	225.2268370607029	419
224	226.23322683706073	406
225	227.23961661341855	420
226	228.24600638977637	389
227	229.2523961661342	388
228	230.25878594249204	389
229	231.26517571884986	362
230	232.27156549520768	408
231	233.2779552715655	413
232	234.28434504792335	369
233	235.29073482428117	354
234	236.297124600639	381
235	237.30351437699682	337
236	238.30990415335464	354
237	239.3162939297125	365
238	240.3226837060703	356
239	241.32907348242813	320
240	242.33546325878595	376
241	243.3418530351438	337
242	244.34824281150162	355
243	245.35463258785944	351
244	246.36102236421726	323
245	247.3674121405751	362
246	248.37380191693293	328
247	249.38019169329075	343
248	250.38658146964858	378
249	251.3929712460064	373
250	252.39936102236425	372
251	253.40575079872207	408
252	254.4121405750799	377
253	255.4185303514377	377
254	256.42492012779553	403
255	257.4313099041534	470
256	258.4376996805112	467
257	259.44408945686905	455
258	260.4504792332268	472
259	261.4568690095847	490
260	262.46325878594246	496
261	263.46964856230034	503
262	264.4760383386582	604
263	265.482428115016	605
264	266.48881789137386	569
265	267.4952076677316	568
266	268.5015974440895	665
267	269.50798722044726	680
268	270.51437699680514	747
269	271.5207667731629	743
270	272.5271565495208	704
271	273.53354632587866	778
272	274.5399361022364	793
273	275.5463258785943	791
274	276.55271565495207	819
275	277.55910543130994	797
276	278.5654952076677	799
277	279.5718849840256	873
278	280.57827476038335	874
279	281.58466453674123	831
280	282.5910543130991	935
281	283.59744408945687	890
282	284.60383386581475	878
283	285.6102236421725	909
284	286.6166134185304	959
285	287.62300319488816	957
286	288.62939297124603	906
287	289.6357827476039	1000
288	290.6421725239617	961
289	291.64856230031955	1048
290	292.6549520766773	1036
291	293.6613418530352	958
292	294.66773162939296	1002
293	295.67412140575084	1096
294	296.6805111821086	1091
295	297.6869009584665	1067
296	298.69329073482436	1055
297	299.6996805111821	1075
298	300.70607028754	1083
299	301.71246006389777	1098
300	302.71884984025564	1146
301	303.7252396166134	1122
302	304.7316293929713	1062
303	305.73801916932905	1129
304	306.7444089456869	1091
305	307.7507987220448	1022
306	308.75718849840257	1045
307	309.76357827476045	972
308	310.7699680511182	1022
309	311.7763578274761	1017
310	312.78274760383385	1032
311	313.78913738019173	933
312	314.7955271565495	919
313	315.8019169329074	922
314	316.80830670926525	966
315	317.814696485623	945
316	318.8210862619809	867
317	319.82747603833866	922
318	320.83386581469654	856
319	321.8402555910543	879
320	322.8466453674122	907
321	323.85303514376994	919
322	324.8594249201278	850
323	325.8658146964857	892
324	326.87220447284346	902
325	327.87859424920134	979
326	328.8849840255591	944
327	329.891373801917	1005
328	330.89776357827475	1013
329	331.9041533546326	1018
330	332.9105431309904	1136
331	333.91693290734827	1140
332	334.92332268370615	1236
333	335.9297124600639	1316
334	336.9361022364218	1301
335	337.94249201277955	1414
336	338.94888178913743	1503
337	339.9552715654952	1497
338	340.9616613418531	1579
339	341.96805111821084	1565
340	342.9744408945687	1842
341	343.9808306709266	1749
342	344.98722044728436	1839
343	345.99361022364224	1915
344	347.0	2024
345	348.0063897763579	2096
346	349.01277955271564	2141
347	350.0191693290735	2165
348	351.0255591054313	2212
349	352.03194888178916	2210
350	353.03833865814704	2125
351	354.0447284345048	2284
352	355.0511182108627	2245
353	356.05750798722045	2242
354	357.0638977635783	2195
355	358.0702875399361	2306
356	359.07667731629397	2193
357	360.08306709265173	2301
358	361.0894568690096	2237
359	362.0958466453675	2173
360	363.10223642172525	2131
361	364.10862619808313	2017
362	365.1150159744409	2001
363	366.1214057507988	1921
364	367.12779552715654	1934
365	368.1341853035144	1738
366	369.1405750798722	1647
367	370.14696485623006	1640
368	371.15335463258793	1505
369	372.1597444089457	1574
370	373.1661341853036	1422
371	374.17252396166134	1300
372	375.1789137380192	1267
373	376.185303514377	1121
374	377.19169329073486	1092
375	378.1980830670926	1029
376	379.2044728434505	1038
377	380.2108626198084	933
378	381.21725239616615	927
379	382.223642172524	750
380	383.2300319488818	776
