Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:	PHA Pre-Amp
High Voltage:	900
Conversion Gain:	1024
Coarse Gain:	8
Fine Gain:	1.86
Upper Discriminator:	1055
Lower Discriminator:	14
Calibration Coefficients:	0.8019169329073463	1.0063897763578276
Calibration Channels:	193	317
Calibration Energies:	511.0	835.0
Elapsed Real Time:	372.98
Elapsed Live Time:	364.97
Start Time:	February 16, 2015, 02:17:26
End Time:	February 16, 2015, 02:23:40
ROIs:
ROI:	Low	High	Gross	Net	FWHM	Centroid


Channel Data:
Channel	Energy	Counts
0	0.8019169329073463	0
1	1.808306709265174	0
2	2.8146964856230015	0
3	3.8210862619808292	0
4	4.827476038338657	0
5	5.833865814696484	0
6	6.840255591054312	0
7	7.8466453674121395	0
8	8.853035143769967	1
9	9.859424920127795	0
10	10.865814696485621	1
11	11.87220447284345	0
12	12.878594249201278	1
13	13.884984025559104	3
14	14.891373801916933	9
15	15.897763578274759	125
16	16.904153354632587	183
17	17.910543130990416	209
18	18.916932907348244	208
19	19.92332268370607	238
20	20.929712460063897	298
21	21.936102236421725	301
22	22.942492012779553	347
23	23.94888178913738	328
24	24.95527156549521	409
25	25.961661341853034	437
26	26.968051118210862	408
27	27.97444089456869	425
28	28.98083067092652	409
29	29.987220447284347	369
30	30.99361022364217	301
31	32.0	258
32	33.00638977635783	219
33	34.01277955271566	194
34	35.019169329073485	184
35	36.02555910543131	141
36	37.03194888178914	140
37	38.03833865814697	153
38	39.04472843450479	169
39	40.05111821086262	165
40	41.05750798722045	154
41	42.063897763578275	155
42	43.0702875399361	149
43	44.07667731629393	164
44	45.08306709265176	150
45	46.08945686900959	176
46	47.095846645367416	164
47	48.102236421725244	173
48	49.10862619808307	180
49	50.115015974440894	204
50	51.12140575079872	187
51	52.12779552715655	217
52	53.13418530351438	213
53	54.14057507987221	187
54	55.146964856230035	248
55	56.15335463258786	244
56	57.15974440894569	258
57	58.16613418530352	229
58	59.17252396166135	250
59	60.17891373801917	279
60	61.185303514377	289
61	62.191693290734825	303
62	63.198083067092654	326
63	64.20447284345047	304
64	65.21086261980831	283
65	66.21725239616613	298
66	67.22364217252397	369
67	68.23003194888179	383
68	69.23642172523962	385
69	70.24281150159744	358
70	71.24920127795528	413
71	72.2555910543131	450
72	73.26198083067094	477
73	74.26837060702876	507
74	75.27476038338659	526
75	76.28115015974441	564
76	77.28753993610223	640
77	78.29392971246007	633
78	79.30031948881789	635
79	80.30670926517573	682
80	81.31309904153355	733
81	82.31948881789138	758
82	83.3258785942492	834
83	84.33226837060704	855
84	85.33865814696486	857
85	86.3450479233227	770
86	87.35143769968052	809
87	88.35782747603834	832
88	89.36421725239617	756
89	90.370607028754	788
90	91.37699680511183	734
91	92.38338658146965	715
92	93.38977635782749	673
93	94.39616613418531	652
94	95.40255591054314	596
95	96.40894568690096	549
96	97.4153354632588	515
97	98.42172523961662	511
98	99.42811501597444	459
99	100.43450479233228	438
100	101.4408945686901	469
101	102.44728434504793	398
102	103.45367412140575	373
103	104.46006389776359	394
104	105.46645367412141	389
105	106.47284345047925	399
106	107.47923322683707	365
107	108.48562300319489	407
108	109.49201277955272	382
109	110.49840255591054	404
110	111.50479233226838	380
111	112.5111821086262	421
112	113.51757188498404	418
113	114.52396166134186	440
114	115.5303514376997	441
115	116.53674121405751	431
116	117.54313099041535	458
117	118.54952076677317	520
118	119.55591054313099	528
119	120.56230031948883	560
120	121.56869009584665	559
121	122.57507987220448	611
122	123.5814696485623	736
123	124.58785942492014	771
124	125.59424920127796	823
125	126.6006389776358	983
126	127.60702875399362	1041
127	128.61341853035145	1166
128	129.61980830670927	1246
129	130.6261980830671	1373
130	131.63258785942492	1654
131	132.63897763578277	1708
132	133.6453674121406	2107
133	134.6517571884984	2240
134	135.65814696485623	2574
135	136.66453674121408	2800
136	137.6709265175719	3167
137	138.67731629392972	3413
138	139.68370607028754	3880
139	140.69009584664536	4256
140	141.6964856230032	4581
141	142.70287539936103	4916
142	143.70926517571885	5205
143	144.71565495207668	5431
144	145.72204472843453	5739
145	146.72843450479235	6207
146	147.73482428115017	6326
147	148.741214057508	6587
148	149.74760383386584	6600
149	150.75399361022366	6543
150	151.76038338658148	6685
151	152.7667731629393	6625
152	153.77316293929712	6605
153	154.77955271565497	6268
154	155.7859424920128	6055
155	156.79233226837061	5954
156	157.79872204472844	5789
157	158.80511182108629	5569
158	159.8115015974441	5271
159	160.81789137380193	5019
160	161.82428115015975	4640
161	162.83067092651757	4546
162	163.83706070287542	4151
163	164.84345047923324	4210
164	165.84984025559106	4045
165	166.85623003194888	3810
166	167.86261980830673	3625
167	168.86900958466455	3457
168	169.87539936102237	3429
169	170.8817891373802	3276
170	171.88817891373805	3135
171	172.89456869009587	3021
172	173.9009584664537	2995
173	174.9073482428115	2977
174	175.91373801916933	2756
175	176.92012779552718	2734
176	177.926517571885	2611
177	178.93290734824282	2540
178	179.93929712460064	2377
179	180.9456869009585	2277
180	181.9520766773163	2103
181	182.95846645367413	2025
182	183.96485623003196	1976
183	184.97124600638978	1838
184	185.97763578274763	1733
185	186.98402555910545	1662
186	187.99041533546327	1585
187	188.9968051118211	1485
188	190.00319488817894	1368
189	191.00958466453676	1421
190	192.01597444089458	1300
191	193.0223642172524	1213
192	194.02875399361025	1237
193	195.03514376996807	1195
194	196.0415335463259	1151
195	197.04792332268372	1123
196	198.05431309904154	1131
197	199.0607028753994	1163
198	200.0670926517572	1077
199	201.07348242811503	1129
200	202.07987220447285	1156
201	203.0862619808307	1243
202	204.09265175718852	1296
203	205.09904153354634	1307
204	206.10543130990416	1337
205	207.11182108626198	1417
206	208.11821086261983	1463
207	209.12460063897765	1590
208	210.13099041533548	1818
209	211.1373801916933	1837
210	212.14376996805115	2125
211	213.15015974440897	2279
212	214.1565495207668	2431
213	215.1629392971246	2703
214	216.16932907348243	2933
215	217.17571884984028	3282
216	218.1821086261981	3576
217	219.18849840255592	3956
218	220.19488817891374	4424
219	221.2012779552716	4792
220	222.2076677316294	5189
221	223.21405750798723	5803
222	224.22044728434506	6254
223	225.2268370607029	6640
224	226.23322683706073	7301
225	227.23961661341855	7924
226	228.24600638977637	8384
227	229.2523961661342	9008
228	230.25878594249204	9511
229	231.26517571884986	10198
230	232.27156549520768	10335
231	233.2779552715655	11015
232	234.28434504792335	11253
233	235.29073482428117	11616
234	236.297124600639	12085
235	237.30351437699682	12216
236	238.30990415335464	12429
237	239.3162939297125	12749
238	240.3226837060703	12466
239	241.32907348242813	12360
240	242.33546325878595	12380
241	243.3418530351438	12088
242	244.34824281150162	11931
243	245.35463258785944	11764
244	246.36102236421726	11348
245	247.3674121405751	10944
246	248.37380191693293	10554
247	249.38019169329075	10046
248	250.38658146964858	9490
249	251.3929712460064	8816
250	252.39936102236425	8585
251	253.40575079872207	8106
252	254.4121405750799	7604
253	255.4185303514377	6902
254	256.42492012779553	6547
255	257.4313099041534	6049
256	258.4376996805112	5502
257	259.44408945686905	5218
258	260.4504792332268	4951
259	261.4568690095847	4491
260	262.46325878594246	4058
261	263.46964856230034	3832
262	264.4760383386582	3500
263	265.482428115016	3175
264	266.48881789137386	2943
265	267.4952076677316	2670
266	268.5015974440895	2471
267	269.50798722044726	2313
268	270.51437699680514	2087
269	271.5207667731629	1957
270	272.5271565495208	1788
271	273.53354632587866	1648
272	274.5399361022364	1548
273	275.5463258785943	1455
274	276.55271565495207	1419
275	277.55910543130994	1233
276	278.5654952076677	1122
277	279.5718849840256	1039
278	280.57827476038335	916
279	281.58466453674123	865
280	282.5910543130991	794
281	283.59744408945687	677
282	284.60383386581475	667
283	285.6102236421725	629
284	286.6166134185304	534
285	287.62300319488816	490
286	288.62939297124603	433
287	289.6357827476039	366
288	290.6421725239617	363
289	291.64856230031955	308
290	292.6549520766773	252
291	293.6613418530352	254
292	294.66773162939296	220
293	295.67412140575084	195
294	296.6805111821086	177
295	297.6869009584665	152
296	298.69329073482436	114
297	299.6996805111821	116
298	300.70607028754	107
299	301.71246006389777	77
300	302.71884984025564	67
301	303.7252396166134	53
302	304.7316293929713	60
303	305.73801916932905	53
304	306.7444089456869	42
305	307.7507987220448	29
306	308.75718849840257	38
307	309.76357827476045	28
308	310.7699680511182	33
309	311.7763578274761	25
310	312.78274760383385	19
311	313.78913738019173	13
312	314.7955271565495	29
313	315.8019169329074	24
314	316.80830670926525	25
315	317.814696485623	14
316	318.8210862619809	19
317	319.82747603833866	12
318	320.83386581469654	10
319	321.8402555910543	15
320	322.8466453674122	16
321	323.85303514376994	14
322	324.8594249201278	14
323	325.8658146964857	12
324	326.87220447284346	12
325	327.87859424920134	14
326	328.8849840255591	10
327	329.891373801917	22
328	330.89776357827475	10
329	331.9041533546326	15
330	332.9105431309904	10
331	333.91693290734827	19
332	334.92332268370615	18
333	335.9297124600639	10
334	336.9361022364218	14
335	337.94249201277955	10
336	338.94888178913743	9
337	339.9552715654952	13
338	340.9616613418531	19
339	341.96805111821084	13
340	342.9744408945687	13
341	343.9808306709266	15
342	344.98722044728436	17
343	345.99361022364224	12
344	347.0	24
345	348.0063897763579	7
346	349.01277955271564	12
347	350.0191693290735	9
348	351.0255591054313	8
349	352.03194888178916	12
350	353.03833865814704	13
351	354.0447284345048	16
352	355.0511182108627	15
353	356.05750798722045	11
354	357.0638977635783	13
355	358.0702875399361	12
356	359.07667731629397	8
357	360.08306709265173	12
358	361.0894568690096	10
359	362.0958466453675	9
360	363.10223642172525	9
361	364.10862619808313	14
362	365.1150159744409	14
363	366.1214057507988	19
364	367.12779552715654	17
365	368.1341853035144	15
366	369.1405750798722	19
367	370.14696485623006	17
368	371.15335463258793	17
369	372.1597444089457	11
370	373.1661341853036	14
371	374.17252396166134	16
372	375.1789137380192	21
373	376.185303514377	12
374	377.19169329073486	19
375	378.1980830670926	20
376	379.2044728434505	23
377	380.2108626198084	7
378	381.21725239616615	15
379	382.223642172524	19
380	383.2300319488818	19
