Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:	PHA Pre-Amp
High Voltage:	900
Conversion Gain:	1024
Coarse Gain:	2
Fine Gain:	1.86
Upper Discriminator:	1055
Lower Discriminator:	14
Calibration Coefficients:	0.8019169329073463	1.0063897763578276
Calibration Channels:	193	317
Calibration Energies:	511.0	835.0
Elapsed Real Time:	354.51
Elapsed Live Time:	339.01
Start Time:	February 16, 2015, 02:36:33
End Time:	February 16, 2015, 02:42:27
ROIs:
ROI:	Low	High	Gross	Net	FWHM	Centroid


Channel Data:
Channel	Energy	Counts
0	0.8019169329073463	0
1	1.808306709265174	0
2	2.8146964856230015	0
3	3.8210862619808292	0
4	4.827476038338657	1
5	5.833865814696484	4
6	6.840255591054312	5
7	7.8466453674121395	7
8	8.853035143769967	28
9	9.859424920127795	23
10	10.865814696485621	36
11	11.87220447284345	28
12	12.878594249201278	36
13	13.884984025559104	38
14	14.891373801916933	79
15	15.897763578274759	2872
16	16.904153354632587	3708
17	17.910543130990416	4088
18	18.916932907348244	4392
19	19.92332268370607	4773
20	20.929712460063897	4972
21	21.936102236421725	4981
22	22.942492012779553	4867
23	23.94888178913738	4564
24	24.95527156549521	4365
25	25.961661341853034	4230
26	26.968051118210862	4080
27	27.97444089456869	4358
28	28.98083067092652	4294
29	29.987220447284347	4493
30	30.99361022364217	4612
31	32.0	4926
32	33.00638977635783	5779
33	34.01277955271566	6759
34	35.019169329073485	8328
35	36.02555910543131	10289
36	37.03194888178914	12699
37	38.03833865814697	14571
38	39.04472843450479	15852
39	40.05111821086262	15376
40	41.05750798722045	14251
41	42.063897763578275	12622
42	43.0702875399361	11146
43	44.07667731629393	9517
44	45.08306709265176	8723
45	46.08945686900959	7772
46	47.095846645367416	6790
47	48.102236421725244	5689
48	49.10862619808307	4897
49	50.115015974440894	4346
50	51.12140575079872	3961
51	52.12779552715655	3590
52	53.13418530351438	3501
53	54.14057507987221	3411
54	55.146964856230035	3346
55	56.15335463258786	3426
56	57.15974440894569	3285
57	58.16613418530352	3448
58	59.17252396166135	3306
59	60.17891373801917	3385
60	61.185303514377	3333
61	62.191693290734825	3325
62	63.198083067092654	3264
63	64.20447284345047	3467
64	65.21086261980831	3295
65	66.21725239616613	3485
66	67.22364217252397	3397
67	68.23003194888179	3370
68	69.23642172523962	3468
69	70.24281150159744	3375
70	71.24920127795528	3457
71	72.2555910543131	3535
72	73.26198083067094	3575
73	74.26837060702876	3534
74	75.27476038338659	3547
75	76.28115015974441	3607
76	77.28753993610223	3552
77	78.29392971246007	3604
78	79.30031948881789	3645
79	80.30670926517573	3694
80	81.31309904153355	3745
81	82.31948881789138	3887
82	83.3258785942492	3864
83	84.33226837060704	3908
84	85.33865814696486	3992
85	86.3450479233227	4112
86	87.35143769968052	4060
87	88.35782747603834	4355
88	89.36421725239617	4289
89	90.370607028754	4346
90	91.37699680511183	4430
91	92.38338658146965	4533
92	93.38977635782749	4496
93	94.39616613418531	4718
94	95.40255591054314	4732
95	96.40894568690096	4722
96	97.4153354632588	4950
97	98.42172523961662	4923
98	99.42811501597444	4953
99	100.43450479233228	5011
100	101.4408945686901	5093
101	102.44728434504793	5248
102	103.45367412140575	5270
103	104.46006389776359	5144
104	105.46645367412141	5287
105	106.47284345047925	5272
106	107.47923322683707	5403
107	108.48562300319489	5319
108	109.49201277955272	5388
109	110.49840255591054	5486
110	111.50479233226838	5536
111	112.5111821086262	5343
112	113.51757188498404	5533
113	114.52396166134186	5395
114	115.5303514376997	5384
115	116.53674121405751	5270
116	117.54313099041535	5346
117	118.54952076677317	5460
118	119.55591054313099	5283
119	120.56230031948883	5257
120	121.56869009584665	5330
121	122.57507987220448	5410
122	123.5814696485623	5288
123	124.58785942492014	5180
124	125.59424920127796	5072
125	126.6006389776358	5209
126	127.60702875399362	4989
127	128.61341853035145	5015
128	129.61980830670927	4980
129	130.6261980830671	4791
130	131.63258785942492	4870
131	132.63897763578277	4759
132	133.6453674121406	4625
133	134.6517571884984	4780
134	135.65814696485623	4627
135	136.66453674121408	4676
136	137.6709265175719	4602
137	138.67731629392972	4532
138	139.68370607028754	4523
139	140.69009584664536	4421
140	141.6964856230032	4597
141	142.70287539936103	4461
142	143.70926517571885	4290
143	144.71565495207668	4367
144	145.72204472843453	4257
145	146.72843450479235	4208
146	147.73482428115017	4131
147	148.741214057508	4261
148	149.74760383386584	4180
149	150.75399361022366	4121
150	151.76038338658148	4216
151	152.7667731629393	4197
152	153.77316293929712	3943
153	154.77955271565497	3983
154	155.7859424920128	3962
155	156.79233226837061	4032
156	157.79872204472844	3894
157	158.80511182108629	3948
158	159.8115015974441	3932
159	160.81789137380193	3827
160	161.82428115015975	3852
161	162.83067092651757	3852
162	163.83706070287542	3765
163	164.84345047923324	3708
164	165.84984025559106	3591
165	166.85623003194888	3483
166	167.86261980830673	3476
167	168.86900958466455	3287
168	169.87539936102237	3267
169	170.8817891373802	3150
170	171.88817891373805	3012
171	172.89456869009587	2930
172	173.9009584664537	2705
173	174.9073482428115	2678
174	175.91373801916933	2580
175	176.92012779552718	2486
176	177.926517571885	2336
177	178.93290734824282	2252
178	179.93929712460064	2186
179	180.9456869009585	2115
180	181.9520766773163	2042
181	182.95846645367413	1918
182	183.96485623003196	1790
183	184.97124600638978	1769
184	185.97763578274763	1741
185	186.98402555910545	1746
186	187.99041533546327	1718
187	188.9968051118211	1684
188	190.00319488817894	1586
189	191.00958466453676	1564
190	192.01597444089458	1427
191	193.0223642172524	1506
192	194.02875399361025	1431
193	195.03514376996807	1396
194	196.0415335463259	1356
195	197.04792332268372	1360
196	198.05431309904154	1322
197	199.0607028753994	1338
198	200.0670926517572	1304
199	201.07348242811503	1267
200	202.07987220447285	1240
201	203.0862619808307	1159
202	204.09265175718852	1200
203	205.09904153354634	1192
204	206.10543130990416	1160
205	207.11182108626198	1177
206	208.11821086261983	1121
207	209.12460063897765	1143
208	210.13099041533548	1117
209	211.1373801916933	1022
210	212.14376996805115	1004
211	213.15015974440897	1039
212	214.1565495207668	994
213	215.1629392971246	1037
214	216.16932907348243	1068
215	217.17571884984028	1061
216	218.1821086261981	982
217	219.18849840255592	1005
218	220.19488817891374	1014
219	221.2012779552716	1047
220	222.2076677316294	1026
221	223.21405750798723	1012
222	224.22044728434506	1081
223	225.2268370607029	1134
224	226.23322683706073	1151
225	227.23961661341855	1245
226	228.24600638977637	1243
227	229.2523961661342	1323
228	230.25878594249204	1370
229	231.26517571884986	1520
230	232.27156549520768	1538
231	233.2779552715655	1711
232	234.28434504792335	1875
233	235.29073482428117	2057
234	236.297124600639	2160
235	237.30351437699682	2379
236	238.30990415335464	2600
237	239.3162939297125	2858
238	240.3226837060703	3103
239	241.32907348242813	3437
240	242.33546325878595	3797
241	243.3418530351438	3996
242	244.34824281150162	4351
243	245.35463258785944	4766
244	246.36102236421726	5064
245	247.3674121405751	5691
246	248.37380191693293	5941
247	249.38019169329075	6627
248	250.38658146964858	7036
249	251.3929712460064	7685
250	252.39936102236425	8097
251	253.40575079872207	8890
252	254.4121405750799	9509
253	255.4185303514377	10028
254	256.42492012779553	10879
255	257.4313099041534	11257
256	258.4376996805112	12023
257	259.44408945686905	12313
258	260.4504792332268	12843
259	261.4568690095847	13453
260	262.46325878594246	13727
261	263.46964856230034	13949
262	264.4760383386582	13697
263	265.482428115016	13590
264	266.48881789137386	13312
265	267.4952076677316	13428
266	268.5015974440895	12878
267	269.50798722044726	12443
268	270.51437699680514	11865
269	271.5207667731629	11121
270	272.5271565495208	10377
271	273.53354632587866	9626
272	274.5399361022364	8566
273	275.5463258785943	7910
274	276.55271565495207	6919
275	277.55910543130994	6389
276	278.5654952076677	5402
277	279.5718849840256	4888
278	280.57827476038335	4338
279	281.58466453674123	3635
280	282.5910543130991	3121
281	283.59744408945687	2699
282	284.60383386581475	2344
283	285.6102236421725	2031
284	286.6166134185304	1708
285	287.62300319488816	1408
286	288.62939297124603	1292
287	289.6357827476039	1102
288	290.6421725239617	981
289	291.64856230031955	845
290	292.6549520766773	804
291	293.6613418530352	699
292	294.66773162939296	683
293	295.67412140575084	660
294	296.6805111821086	661
295	297.6869009584665	581
296	298.69329073482436	604
297	299.6996805111821	583
298	300.70607028754	563
299	301.71246006389777	564
300	302.71884984025564	536
301	303.7252396166134	565
302	304.7316293929713	591
303	305.73801916932905	537
304	306.7444089456869	557
305	307.7507987220448	579
306	308.75718849840257	564
307	309.76357827476045	605
308	310.7699680511182	536
309	311.7763578274761	576
310	312.78274760383385	582
311	313.78913738019173	524
312	314.7955271565495	508
313	315.8019169329074	514
314	316.80830670926525	568
315	317.814696485623	590
316	318.8210862619809	482
317	319.82747603833866	548
318	320.83386581469654	516
319	321.8402555910543	496
320	322.8466453674122	487
321	323.85303514376994	510
322	324.8594249201278	481
323	325.8658146964857	493
324	326.87220447284346	464
325	327.87859424920134	511
326	328.8849840255591	512
327	329.891373801917	485
328	330.89776357827475	466
329	331.9041533546326	522
330	332.9105431309904	475
331	333.91693290734827	509
332	334.92332268370615	492
333	335.9297124600639	445
334	336.9361022364218	490
335	337.94249201277955	498
336	338.94888178913743	467
337	339.9552715654952	479
338	340.9616613418531	467
339	341.96805111821084	463
340	342.9744408945687	457
341	343.9808306709266	489
342	344.98722044728436	478
343	345.99361022364224	492
344	347.0	481
345	348.0063897763579	490
346	349.01277955271564	492
347	350.0191693290735	540
348	351.0255591054313	507
349	352.03194888178916	508
350	353.03833865814704	443
351	354.0447284345048	496
352	355.0511182108627	486
353	356.05750798722045	499
354	357.0638977635783	491
355	358.0702875399361	468
356	359.07667731629397	460
357	360.08306709265173	532
358	361.0894568690096	487
359	362.0958466453675	492
360	363.10223642172525	477
361	364.10862619808313	500
362	365.1150159744409	542
363	366.1214057507988	513
364	367.12779552715654	479
365	368.1341853035144	476
366	369.1405750798722	519
367	370.14696485623006	506
368	371.15335463258793	512
369	372.1597444089457	551
370	373.1661341853036	513
