Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:	PHA Pre-Amp
High Voltage:	900
Conversion Gain:	1024
Coarse Gain:	2
Fine Gain:	1.40
Upper Discriminator:	2861
Lower Discriminator:	53
Calibration Coefficients:	1.8603266733655454E-4	2.5180265654667426	18.091342039745996
Calibration Channels:	193	317	482
Calibration Energies:	511.0	835.0	1275.0
Elapsed Real Time:	130.24
Elapsed Live Time:	129.93
Start Time:	February 12, 2015, 03:50:13
End Time:	February 12, 2015, 03:52:24
ROIs:
ROI:	Low	High	Gross	Net	FWHM	Centroid

1	768	1008	3	3	0	2159

Channel Data:
Channel	Energy	Counts
413	1089.7677196124396	21
414	1092.4395951937936	28
415	1095.1118428404823	20
416	1097.7844625525056	26
417	1100.4574543298636	24
418	1103.1308181725567	17
419	1105.804554080584	17
420	1108.4786620539462	22
421	1111.1531420926428	18
422	1113.8279941966744	21
423	1116.5032183660405	16
424	1119.1788146007414	29
425	1121.8547829007769	18
426	1124.5311232661468	21
427	1127.2078356968516	27
428	1129.8849201928913	17
429	1132.5623767542654	27
430	1135.2402053809742	18
431	1137.9184060730176	18
432	1140.596978830396	22
433	1143.275923653109	22
434	1145.9552405411564	17
435	1148.6349294945385	15
436	1151.3149905132555	21
437	1153.9954235973069	26
438	1156.6762287466934	19
439	1159.3574059614143	15
440	1162.0389552414697	17
441	1164.72087658686	15
442	1167.4031699975849	17
443	1170.0858354736447	14
444	1172.7688730150387	9
445	1175.4522826217676	18
446	1178.1360642938312	15
447	1180.8202180312296	13
448	1183.5047438339627	14
449	1186.1896417020303	11
450	1188.8749116354325	14
451	1191.5605536341695	15
452	1194.246567698241	14
453	1196.9329538276472	22
454	1199.6197120223885	17
455	1202.3068422824642	15
456	1204.9943446078744	15
457	1207.6822189986194	11
458	1210.3704654546991	21
459	1213.0590839761137	21
460	1215.7480745628625	12
461	1218.4374372149462	18
462	1221.1271719323645	13
463	1223.8172787151177	7
464	1226.5077575632056	10
465	1229.198608476628	16
466	1231.8898314553849	14
467	1234.5814264994765	16
468	1237.273393608903	21
469	1239.9657327836642	15
470	1242.65844402376	8
471	1245.3515273291903	15
472	1248.0449826999554	18
473	1250.7388101360552	19
474	1253.43300963749	13
475	1256.1275812042588	8
476	1258.8225248363626	8
477	1261.517840533801	19
478	1264.2135282965742	11
479	1266.9095881246822	11
480	1269.6060200181246	11
481	1272.302823976902	18
482	1275.0000000010136	10
483	1277.69754809046	12
484	1280.3954682452415	10
485	1283.0937604653573	11
486	1285.7924247508079	12
487	1288.491461101593	9
488	1291.1908695177128	12
489	1293.8906499991674	12
490	1296.5908025459566	9
491	1299.2913271580805	10
492	1301.992223835539	8
493	1304.6934925783323	7
494	1307.3951333864602	8
495	1310.097146259923	9
496	1312.7995311987202	7
497	1315.502288202852	13
498	1318.2054172723188	17
499	1320.90891840712	9
500	1323.612791607256	5
501	1326.3170368727267	11
502	1329.0216542035319	8
503	1331.726643599672	6
504	1334.4320050611464	10
505	1337.137738587956	9
506	1339.8438441801	7
507	1342.5503218375786	5
508	1345.2571715603917	7
509	1347.9643933485397	7
510	1350.6719872020226	11
511	1353.37995312084	9
512	1356.088291104992	7
513	1358.7970011544787	8
514	1361.5060832693	8
515	1364.2155374494562	5
516	1366.925363694947	11
517	1369.6355620057723	9
518	1372.3461323819324	11
519	1375.057074823427	5
520	1377.7683893302567	7
521	1380.4800759024206	5
522	1383.1921345399194	7
523	1385.9045652427528	9
524	1388.617368010921	6
525	1391.330542844424	7
526	1394.0440897432613	7
527	1396.7580087074334	7
528	1399.4722997369402	4
529	1402.1869628317816	9
530	1404.9019979919578	11
531	1407.6174052174686	5
532	1410.3331845083142	3
533	1413.0493358644942	10
534	1415.7658592860091	4
535	1418.4827547728585	5
536	1421.200022325043	5
537	1423.9176619425616	1
538	1426.6356736254152	5
539	1429.3540573736034	8
540	1432.0728131871263	5
541	1434.791941065984	8
542	1437.5114410101762	3
543	1440.231313019703	8
544	1442.9515570945646	6
545	1445.6721732347607	6
546	1448.3931614402918	9
547	1451.1145217111575	2
548	1453.8362540473577	5
549	1456.5583584488925	4
550	1459.2808349157622	4
551	1462.0036834479665	5
552	1464.7269040455055	7
553	1467.450496708379	4
554	1470.1744614365873	1
555	1472.8987982301303	3
556	1475.6235070890082	5
557	1478.3485880132205	4
558	1481.0740410027674	7
559	1483.799866057649	3
560	1486.5260631778654	4
561	1489.2526323634165	3
562	1491.9795736143021	2
563	1494.7068869305224	2
564	1497.4345723120775	2
565	1500.1626297589671	3
566	1502.8910592711918	5
567	1505.6198608487507	6
568	1508.3490344916445	1
569	1511.0785801998727	5
570	1513.8084979734358	3
571	1516.5387878123338	2
572	1519.2694497165662	4
573	1522.000483686133	3
574	1524.7318897210348	2
575	1527.4636678212712	1
576	1530.1958179868423	2
577	1532.9283402177484	3
578	1535.6612345139888	4
579	1538.3945008755638	3
580	1541.1281393024735	3
581	1543.862149794718	2
582	1546.5965323522973	3
583	1549.3312869752112	1
584	1552.0664136634596	1
585	1554.8019124170428	5
586	1557.5377832359607	2
587	1560.2740261202132	2
588	1563.0106410698004	2
589	1565.7476280847222	2
590	1568.4849871649787	1
591	1571.22271831057	0
592	1573.960821521496	1
593	1576.6992967977565	2
594	1579.4381441393516	2
595	1582.1773635462816	2
596	1584.916955018546	2
597	1587.6569185561455	3
598	1590.3972541590795	2
599	1593.137961827348	4
600	1595.8790415609512	0
601	1598.620493359889	2
602	1601.3623172241619	0
603	1604.1045131537692	5
604	1606.8470811487111	2
605	1609.5900212089875	3
606	1612.3333333345988	1
607	1615.077017525545	1
608	1617.8210737818256	2
609	1620.5655021034408	0
610	1623.310302490391	5
611	1626.0554749426756	0
612	1628.801019460295	1
613	1631.5469360432492	1
614	1634.2932246915377	1
615	1637.039885405161	1
616	1639.786918184119	1
617	1642.534323028412	1
618	1645.2820999380392	1
619	1648.0302489130013	0
620	1650.778769953298	1
621	1653.5276630589294	1
622	1656.2769282298955	0
623	1659.0265654661964	0
624	1661.7765747678318	1
625	1664.5269561348018	1
626	1667.2777095671065	1
627	1670.0288350647459	0
628	1672.78033262772	2
629	1675.532202256029	0
630	1678.2844439496723	0
631	1681.0370577086505	0
632	1683.7900435329632	0
633	1686.543401422611	2
634	1689.297131377593	1
635	1692.0512333979098	3
636	1694.8057074835613	1
637	1697.5605536345474	0
638	1700.3157718508685	1
639	1703.071362132524	0
640	1705.8273244795141	2
641	1708.583658891839	1
642	1711.3403653694984	1
643	1714.0974439124927	0
644	1716.8548945208215	0
645	1719.6127171944852	0
646	1722.3709119334833	2
647	1725.129478737816	0
648	1727.888417607484	0
649	1730.6477285424862	0
650	1733.407411542823	0
651	1736.1674666084946	1
652	1738.9278937395009	0
653	1741.688692935842	0
654	1744.4498641975174	0
655	1747.2114075245277	0
656	1749.9733229168726	0
657	1752.7356103745524	1
658	1755.4982698975668	0
659	1758.2613014859157	1
660	1761.0247051395993	0
661	1763.7884808586175	0
662	1766.5526286429706	0
663	1769.3171484926581	0
664	1772.0820404076808	0
665	1774.8473043880376	1
666	1777.6129404337294	0
667	1780.3789485447558	0
668	1783.1453287211166	0
669	1785.9120809628125	0
670	1788.679205269843	0
671	1791.446701642208	0
672	1794.2145700799076	0
673	1796.982810582942	0
674	1799.7514231513112	0
675	1802.5204077850149	0
676	1805.2897644840534	0
677	1808.0594932484264	0
678	1810.829594078134	0
679	1813.6000669731768	0
680	1816.3709119335538	0
681	1819.1421289592656	0
682	1821.9137180503121	0
683	1824.685679206693	0
684	1827.4580124284091	1
685	1830.2307177154596	0
686	1833.0037950678447	0
687	1835.7772444855646	0
688	1838.551065968619	0
689	1841.3252595170084	1
690	1844.0998251307321	0
691	1846.8747628097906	0
692	1849.6500725541837	0
693	1852.4257543639114	0
694	1855.2018082389743	0
695	1857.9782341793714	0
696	1860.7550321851033	0
697	1863.5322022561697	0
698	1866.309744392571	0
699	1869.0876585943072	0
700	1871.8659448613776	0
701	1874.6446031937828	0
702	1877.4236335915227	0
703	1880.2030360545973	0
704	1882.9828105830068	0
705	1885.7629571767507	0
706	1888.5434758358292	0
707	1891.3243665602424	0
708	1894.1056293499903	0
709	1896.887264205073	0
710	1899.6692711254905	0
711	1902.4516501112425	0
712	1905.234401162329	0
713	1908.0175242787504	0
714	1910.8010194605063	0
715	1913.5848867075972	0
716	1916.3691260200226	0
717	1919.1537373977824	0
718	1921.938720840877	0
719	1924.7240763493064	0
720	1927.5098039230706	0
721	1930.2959035621693	0
722	1933.0823752666026	0
723	1935.8692190363706	0
724	1938.6564348714735	1
725	1941.444022771911	0
726	1944.231982737683	0
727	1947.0203147687898	0
728	1949.809018865231	0
729	1952.5980950270073	0
730	1955.387543254118	0
731	1958.1773635465636	0
732	1960.9675559043435	0
733	1963.7581203274583	0
734	1966.5490568159078	0
735	1969.340365369692	0
736	1972.132045988811	0
737	1974.9240986732643	0
738	1977.7165234230524	0
739	1980.5093202381752	0
740	1983.3024891186328	0
741	1986.0960300644251	0
742	1988.8899430755519	0
743	1991.6842281520132	0
744	1994.4788852938095	0
745	1997.2739145009405	0
746	2000.069315773406	0
747	2002.8650891112063	0
748	2005.661234514341	0
749	2008.4577519828106	0
750	2011.2546415166148	0
751	2014.051903115754	0
752	2016.8495367802275	0
753	2019.6475425100357	0
754	2022.4459203051786	0
755	2025.244670165656	0
756	2028.0437920914685	0
757	2030.8432860826154	0
758	2033.643152139097	0
759	2036.4433902609132	0
760	2039.2440004480643	0
761	2042.04498270055	0
762	2044.8463370183704	0
763	2047.6480634015252	0
764	2050.450161850015	0
765	2053.2526323638394	0
766	2056.0554749429984	0
767	2058.858689587492	0
768	2061.66227629732	0
769	2064.466235072483	0
770	2067.270565912981	0
771	2070.0752688188136	0
772	2072.8803437899805	0
773	2075.6857908264824	0
774	2078.4916099283187	0
775	2081.2978010954894	0
776	2084.1043643279954	0
777	2086.911299625836	0
778	2089.718606989011	0
779	2092.5262864175206	0
780	2095.334337911365	0
781	2098.1427614705444	0
782	2100.951557095058	0
783	2103.7607247849064	0
784	2106.5702645400893	0
785	2109.380176360607	0
786	2112.1904602464597	0
787	2115.0011161976468	0
788	2117.8121442141687	0
789	2120.623544296025	0
790	2123.4353164432164	0
791	2126.247460655742	0
792	2129.0599769336027	0
793	2131.8728652767977	0
794	2134.6861256853276	0
795	2137.4997581591924	0
796	2140.313762698391	0
797	2143.1281393029253	0
798	2145.942887972794	1
799	2148.7580087079973	1
800	2151.573501508535	0
801	2154.3893663744075	0
802	2157.205603305615	0
803	2160.0222123021567	0
804	2162.8391933640332	0
805	2165.6565464912446	0
806	2168.4742716837904	0
807	2171.292368941671	0
808	2174.1108382648863	0
809	2176.9296796534363	0
810	2179.748893107321	0
811	2182.56847862654	1
812	2185.3884362110944	0
813	2188.208765860983	0
814	2191.029467576206	0
815	2193.8505413567646	0
816	2196.671987202657	0
817	2199.4938051138843	0
818	2202.3159950904464	0
819	2205.138557132343	0
820	2207.961491239574	0
821	2210.78479741214	0
822	2213.608475650041	0
823	2216.432525953276	0
824	2219.2569483218463	0
825	2222.0817427557513	0
826	2224.9069092549908	0
827	2227.7324478195646	0
828	2230.5583584494734	0
829	2233.3846411447166	0
830	2236.2112959052947	0
831	2239.0383227312077	0
832	2241.865721622455	0
833	2244.693492579037	0
834	2247.5216356009537	0
835	2250.3501506882058	0
836	2253.179037840792	0
837	2256.0082970587123	0
838	2258.8379283419677	0
839	2261.667931690558	0
840	2264.4983071044826	0
841	2267.329054583742	0
842	2270.160174128336	0
843	2272.991665738265	0
844	2275.8235294135284	0
845	2278.655765154127	0
846	2281.48837296006	0
847	2284.321352831327	0
848	2287.1547047679296	0
849	2289.9884287698665	0
850	2292.8225248371377	0
851	2295.656992969744	0
852	2298.491833167685	0
853	2301.3270454309604	0
854	2304.162629759571	0
855	2306.9985861535156	0
856	2309.8349146127953	0
857	2312.67161513741	0
858	2315.5086877273584	0
859	2318.3461323826423	0
860	2321.1839491032606	0
861	2324.0221378892134	0
862	2326.860698740501	0
863	2329.699631657123	0
864	2332.53893663908	0
865	2335.378613686372	0
866	2338.2186627989986	0
867	2341.0590839769593	0
868	2343.899877220255	0
869	2346.7410425288854	0
870	2349.5825799028503	0
871	2352.42448934215	0
872	2355.2667708467843	0
873	2358.109424416753	0
874	2360.952450052057	0
875	2363.795847752695	0
876	2366.6396175186687	0
877	2369.4837593499765	0
878	2372.3282732466187	0
879	2375.1731592085957	0
880	2378.0184172359072	0
881	2380.8640473285536	0
882	2383.710049486535	0
883	2386.5564237098506	0
884	2389.4031699985007	0
885	2392.2502883524858	0
886	2395.097778771806	0
887	2397.9456412564605	0
888	2400.7938758064497	0
889	2403.6424824217734	0
890	2406.491461102432	0
891	2409.340811848425	0
892	2412.1905346597528	0
893	2415.040629536415	0
894	2417.8910964784122	0
895	2420.7419354857443	0
896	2423.593146558411	0
897	2426.444729696412	0
898	2429.296684899748	0
899	2432.1490121684183	0
900	2435.0017115024234	0
901	2437.8547829017634	0
902	2440.708226366438	0
903	2443.562041896447	0
904	2446.416229491791	0
905	2449.2707891524697	0
906	2452.1257208784828	0
907	2454.981024669831	0
908	2457.8367005265136	0
909	2460.692748448531	0
910	2463.5491684358826	0
911	2466.4059604885692	0
912	2469.2631246065903	0
913	2472.120660789946	0
914	2474.978569038637	0
915	2477.8368493526623	0
916	2480.695501732022	0
917	2483.554526176717	0
918	2486.4139226867464	0
919	2489.2736912621103	0
920	2492.133831902809	0
921	2494.9943446088423	0
922	2497.8552293802104	0
923	2500.716486216913	0
924	2503.5781151189503	0
925	2506.440116086322	0
926	2509.302489119029	0
927	2512.1652342170705	0
928	2515.0283513804466	0
929	2517.8918406091575	0
930	2520.755701903203	0
931	2523.6199352625827	0
932	2526.4845406872973	0
933	2529.349518177347	0
934	2532.214867732731	0
935	2535.08058935345	0
936	2537.946683039503	0
937	2540.8131487908913	0
938	2543.6799866076144	0
939	2546.5471964896715	0
940	2549.414778437064	0
941	2552.2827324497907	0
942	2555.151058527852	0
943	2558.019756671248	0
944	2560.8888268799788	0
945	2563.7582691540442	0
946	2566.6280834934446	0
947	2569.4982698981794	0
948	2572.368828368249	0
949	2575.239758903653	0
950	2578.111061504392	0
951	2580.9827361704656	0
952	2583.854782901874	0
953	2586.7272016986167	0
954	2589.599992560694	0
955	2592.4731554881064	0
956	2595.3466904808533	0
957	2598.2205975389347	0
958	2601.0948766623515	0
959	2603.969527851102	0
960	2606.8445511051877	0
961	2609.7199464246078	0
962	2612.5957138093627	0
963	2615.4718532594525	0
964	2618.3483647748767	0
965	2621.2252483556354	0
966	2624.102504001729	0
967	2626.9801317131573	0
968	2629.8581314899207	0
969	2632.7365033320184	0
970	2635.6152472394506	0
971	2638.4943632122176	0
972	2641.373851250319	0
973	2644.2537113537555	0
974	2647.1339435225264	0
975	2650.014547756632	0
976	2652.8955240560726	0
977	2655.7768724208477	0
978	2658.6585928509576	0
979	2661.540685346402	0
980	2664.4231499071807	0
981	2667.305986533295	0
982	2670.189195224743	0
983	2673.072775981526	0
984	2675.9567288036437	0
985	2678.841053691096	0
986	2681.725750643883	0
987	2684.610819662005	0
988	2687.4962607454613	0
989	2690.3820738942527	0
990	2693.2682591083785	0
991	2696.1548163878388	0
992	2699.041745732634	0
993	2701.929047142764	0
994	2704.8167206182284	0
995	2707.7047661590273	0
996	2710.593183765161	0
997	2713.4819734366297	0
998	2716.371135173433	0
999	2719.2606689755708	0
1000	2722.150574843043	0
1001	2725.0408527758505	0
1002	2727.931502773992	0
1003	2730.822524837469	0
1004	2733.71391896628	0
1005	2736.6056851604258	0
1006	2739.497823419906	0
1007	2742.3903337447214	0
1008	2745.2832161348715	0
1009	2748.1764705903565	0
1010	2751.0700971111755	0
1011	2753.9640956973294	0
1012	2756.8584663488177	0
1013	2759.753209065641	0
1014	2762.648323847799	0
1015	2765.5438106952915	0
1016	2768.439669608119	0
1017	2771.335900586281	0
1018	2774.2325036297775	0
1019	2777.129478738609	0
1020	2780.026825912775	0
1021	2782.9245451522756	0
1022	2785.822636457111	0
1023	2788.721099827281	0
